League Name,League Level,League Season,Matchday,Match Date,Match Time,Host Team ID,Host Team Name,Host Team Hometown,Host Team URL,Guest Team ID,Guest Team Name,Guest Team Hometown,Guest Team URL,Goals Host,Goals Guest
Superliga Srbije,1,2015-2016,24,27.02.2016,14:00,15,Radnik,Surdulica,https://www.srbijasport.net/club/487-radnik-surdulica/results,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,2,1
Superliga Srbije,1,2015-2016,25,26.02.2016,16:00,21,Metalac,Gornji Milanovac,https://www.srbijasport.net/club/3-metalac-gornji-milanovac/results,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,0,0
Superliga Srbije,1,2015-2016,25,27.02.2016,14:00,24,Spartak,Subotica,https://www.srbijasport.net/club/72-spartak-subotica/results,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,2,1
Superliga Srbije,1,2015-2016,25,27.02.2016,14:00,22,Novi Pazar,Novi Pazar,https://www.srbijasport.net/club/80-novi-pazar-novi-pazar/results,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,0,0
Superliga Srbije,1,2015-2016,25,27.02.2016,14:00,23,Jagodina,Jagodina,https://www.srbijasport.net/club/318-jagodina-jagodina/results,25,OFK Beograd,Beograd,https://www.srbijasport.net/club/40-ofk-beograd-beograd/results,3,1
Superliga Srbije,1,2015-2016,25,27.02.2016,17:00,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,1,2
Superliga Srbije,1,2015-2016,25,27.02.2016,14:00,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,3,Radnički (N),Niš,https://www.srbijasport.net/club/84-radnicki-n-nis/results,0,1
Superliga Srbije,1,2015-2016,25,27.02.2016,16:00,17,Javor Matis,Ivanjica,https://www.srbijasport.net/club/258-javor-matis-ivanjica/results,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,0,0
Superliga Srbije,1,2015-2016,25,27.02.2016,14:00,15,Radnik,Surdulica,https://www.srbijasport.net/club/487-radnik-surdulica/results,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,2,1
Superliga Srbije,1,2015-2016,25,06.03.2016,14:00,15,Radnik,Surdulica,https://www.srbijasport.net/club/487-radnik-surdulica/results,21,Metalac,Gornji Milanovac,https://www.srbijasport.net/club/3-metalac-gornji-milanovac/results,0,0
Superliga Srbije,1,2015-2016,25,06.03.2016,14:00,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,17,Javor Matis,Ivanjica,https://www.srbijasport.net/club/258-javor-matis-ivanjica/results,1,0
Superliga Srbije,1,2015-2016,25,05.03.2016,14:00,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,4,1
Superliga Srbije,1,2015-2016,25,06.03.2016,19:00,3,Radnički (N),Niš,https://www.srbijasport.net/club/84-radnicki-n-nis/results,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,0,1
Superliga Srbije,1,2015-2016,25,05.03.2016,18:00,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,23,Jagodina,Jagodina,https://www.srbijasport.net/club/318-jagodina-jagodina/results,3,1
Superliga Srbije,1,2015-2016,25,06.03.2016,14:00,25,OFK Beograd,Beograd,https://www.srbijasport.net/club/40-ofk-beograd-beograd/results,22,Novi Pazar,Novi Pazar,https://www.srbijasport.net/club/80-novi-pazar-novi-pazar/results,0,0
Superliga Srbije,1,2015-2016,25,06.03.2016,14:00,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,24,Spartak,Subotica,https://www.srbijasport.net/club/72-spartak-subotica/results,0,0
Superliga Srbije,1,2015-2016,25,06.03.2016,13:00,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,2,2
Superliga Srbije,1,2015-2016,26,06.03.2016,14:00,15,Radnik,Surdulica,https://www.srbijasport.net/club/487-radnik-surdulica/results,21,Metalac,Gornji Milanovac,https://www.srbijasport.net/club/3-metalac-gornji-milanovac/results,0,0
Superliga Srbije,1,2015-2016,26,06.03.2016,14:00,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,17,Javor Matis,Ivanjica,https://www.srbijasport.net/club/258-javor-matis-ivanjica/results,1,0
Superliga Srbije,1,2015-2016,26,05.03.2016,14:00,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,4,1
Superliga Srbije,1,2015-2016,26,06.03.2016,19:00,3,Radnički (N),Niš,https://www.srbijasport.net/club/84-radnicki-n-nis/results,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,0,1
Superliga Srbije,1,2015-2016,26,05.03.2016,18:00,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,23,Jagodina,Jagodina,https://www.srbijasport.net/club/318-jagodina-jagodina/results,3,1
Superliga Srbije,1,2015-2016,26,06.03.2016,14:00,25,OFK Beograd,Beograd,https://www.srbijasport.net/club/40-ofk-beograd-beograd/results,22,Novi Pazar,Novi Pazar,https://www.srbijasport.net/club/80-novi-pazar-novi-pazar/results,0,0
Superliga Srbije,1,2015-2016,26,06.03.2016,14:00,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,24,Spartak,Subotica,https://www.srbijasport.net/club/72-spartak-subotica/results,0,0
Superliga Srbije,1,2015-2016,26,06.03.2016,13:00,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,2,2
Superliga Srbije,1,2015-2016,26,13.03.2016,17:00,21,Metalac,Gornji Milanovac,https://www.srbijasport.net/club/3-metalac-gornji-milanovac/results,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,2,2
Superliga Srbije,1,2015-2016,26,11.03.2016,16:00,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,1,1
Superliga Srbije,1,2015-2016,26,12.03.2016,15:00,24,Spartak,Subotica,https://www.srbijasport.net/club/72-spartak-subotica/results,25,OFK Beograd,Beograd,https://www.srbijasport.net/club/40-ofk-beograd-beograd/results,2,1
Superliga Srbije,1,2015-2016,26,22.03.2016,15:00,22,Novi Pazar,Novi Pazar,https://www.srbijasport.net/club/80-novi-pazar-novi-pazar/results,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,0,4
Superliga Srbije,1,2015-2016,26,12.03.2016,14:00,23,Jagodina,Jagodina,https://www.srbijasport.net/club/318-jagodina-jagodina/results,3,Radnički (N),Niš,https://www.srbijasport.net/club/84-radnicki-n-nis/results,1,2
Superliga Srbije,1,2015-2016,26,12.03.2016,15:00,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,3,0
Superliga Srbije,1,2015-2016,26,27.03.2016,15:00,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,0,2
Superliga Srbije,1,2015-2016,26,12.03.2016,18:00,17,Javor Matis,Ivanjica,https://www.srbijasport.net/club/258-javor-matis-ivanjica/results,15,Radnik,Surdulica,https://www.srbijasport.net/club/487-radnik-surdulica/results,0,1
Superliga Srbije,1,2015-2016,27,13.03.2016,17:00,21,Metalac,Gornji Milanovac,https://www.srbijasport.net/club/3-metalac-gornji-milanovac/results,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,2,2
Superliga Srbije,1,2015-2016,27,11.03.2016,16:00,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,1,1
Superliga Srbije,1,2015-2016,27,12.03.2016,15:00,24,Spartak,Subotica,https://www.srbijasport.net/club/72-spartak-subotica/results,25,OFK Beograd,Beograd,https://www.srbijasport.net/club/40-ofk-beograd-beograd/results,2,1
Superliga Srbije,1,2015-2016,27,22.03.2016,15:00,22,Novi Pazar,Novi Pazar,https://www.srbijasport.net/club/80-novi-pazar-novi-pazar/results,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,0,4
Superliga Srbije,1,2015-2016,27,12.03.2016,14:00,23,Jagodina,Jagodina,https://www.srbijasport.net/club/318-jagodina-jagodina/results,3,Radnički (N),Niš,https://www.srbijasport.net/club/84-radnicki-n-nis/results,1,2
Superliga Srbije,1,2015-2016,27,12.03.2016,15:00,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,3,0
Superliga Srbije,1,2015-2016,27,27.03.2016,15:00,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,0,2
Superliga Srbije,1,2015-2016,27,12.03.2016,18:00,17,Javor Matis,Ivanjica,https://www.srbijasport.net/club/258-javor-matis-ivanjica/results,15,Radnik,Surdulica,https://www.srbijasport.net/club/487-radnik-surdulica/results,0,1
Superliga Srbije,1,2015-2016,27,20.03.2016,15:00,17,Javor Matis,Ivanjica,https://www.srbijasport.net/club/258-javor-matis-ivanjica/results,21,Metalac,Gornji Milanovac,https://www.srbijasport.net/club/3-metalac-gornji-milanovac/results,1,0
Superliga Srbije,1,2015-2016,27,19.03.2016,15:00,15,Radnik,Surdulica,https://www.srbijasport.net/club/487-radnik-surdulica/results,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,3,1
Superliga Srbije,1,2015-2016,27,20.03.2016,19:00,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,1,2
Superliga Srbije,1,2015-2016,27,19.03.2016,15:00,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,23,Jagodina,Jagodina,https://www.srbijasport.net/club/318-jagodina-jagodina/results,1,0
Superliga Srbije,1,2015-2016,27,18.03.2016,17:00,3,Radnički (N),Niš,https://www.srbijasport.net/club/84-radnicki-n-nis/results,22,Novi Pazar,Novi Pazar,https://www.srbijasport.net/club/80-novi-pazar-novi-pazar/results,0,0
Superliga Srbije,1,2015-2016,27,19.03.2016,18:00,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,24,Spartak,Subotica,https://www.srbijasport.net/club/72-spartak-subotica/results,4,0
Superliga Srbije,1,2015-2016,27,19.03.2016,14:00,25,OFK Beograd,Beograd,https://www.srbijasport.net/club/40-ofk-beograd-beograd/results,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,1,0
Superliga Srbije,1,2015-2016,27,20.03.2016,15:00,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,0,0
Superliga Srbije,1,2015-2016,28,20.03.2016,15:00,17,Javor Matis,Ivanjica,https://www.srbijasport.net/club/258-javor-matis-ivanjica/results,21,Metalac,Gornji Milanovac,https://www.srbijasport.net/club/3-metalac-gornji-milanovac/results,1,0
Superliga Srbije,1,2015-2016,28,19.03.2016,15:00,15,Radnik,Surdulica,https://www.srbijasport.net/club/487-radnik-surdulica/results,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,3,1
Superliga Srbije,1,2015-2016,28,20.03.2016,19:00,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,1,2
Superliga Srbije,1,2015-2016,28,19.03.2016,15:00,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,23,Jagodina,Jagodina,https://www.srbijasport.net/club/318-jagodina-jagodina/results,1,0
Superliga Srbije,1,2015-2016,28,18.03.2016,17:00,3,Radnički (N),Niš,https://www.srbijasport.net/club/84-radnicki-n-nis/results,22,Novi Pazar,Novi Pazar,https://www.srbijasport.net/club/80-novi-pazar-novi-pazar/results,0,0
Superliga Srbije,1,2015-2016,28,19.03.2016,18:00,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,24,Spartak,Subotica,https://www.srbijasport.net/club/72-spartak-subotica/results,4,0
Superliga Srbije,1,2015-2016,28,19.03.2016,14:00,25,OFK Beograd,Beograd,https://www.srbijasport.net/club/40-ofk-beograd-beograd/results,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,1,0
Superliga Srbije,1,2015-2016,28,20.03.2016,15:00,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,0,0
Superliga Srbije,1,2015-2016,28,02.04.2016,16:00,21,Metalac,Gornji Milanovac,https://www.srbijasport.net/club/3-metalac-gornji-milanovac/results,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,2,0
Superliga Srbije,1,2015-2016,28,02.04.2016,16:00,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,25,OFK Beograd,Beograd,https://www.srbijasport.net/club/40-ofk-beograd-beograd/results,1,1
Superliga Srbije,1,2015-2016,28,02.04.2016,18:00,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,0,0
Superliga Srbije,1,2015-2016,28,02.04.2016,15:00,24,Spartak,Subotica,https://www.srbijasport.net/club/72-spartak-subotica/results,3,Radnički (N),Niš,https://www.srbijasport.net/club/84-radnicki-n-nis/results,1,2
Superliga Srbije,1,2015-2016,28,02.04.2016,16:00,22,Novi Pazar,Novi Pazar,https://www.srbijasport.net/club/80-novi-pazar-novi-pazar/results,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,1,1
Superliga Srbije,1,2015-2016,28,02.04.2016,18:00,23,Jagodina,Jagodina,https://www.srbijasport.net/club/318-jagodina-jagodina/results,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,1,3
Superliga Srbije,1,2015-2016,28,02.04.2016,16:00,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,15,Radnik,Surdulica,https://www.srbijasport.net/club/487-radnik-surdulica/results,3,2
Superliga Srbije,1,2015-2016,28,01.04.2016,16:00,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,17,Javor Matis,Ivanjica,https://www.srbijasport.net/club/258-javor-matis-ivanjica/results,1,1
Superliga Srbije,1,2015-2016,29,02.04.2016,16:00,21,Metalac,Gornji Milanovac,https://www.srbijasport.net/club/3-metalac-gornji-milanovac/results,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,2,0
Superliga Srbije,1,2015-2016,29,02.04.2016,16:00,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,25,OFK Beograd,Beograd,https://www.srbijasport.net/club/40-ofk-beograd-beograd/results,1,1
Superliga Srbije,1,2015-2016,29,02.04.2016,18:00,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,0,0
Superliga Srbije,1,2015-2016,29,02.04.2016,15:00,24,Spartak,Subotica,https://www.srbijasport.net/club/72-spartak-subotica/results,3,Radnički (N),Niš,https://www.srbijasport.net/club/84-radnicki-n-nis/results,1,2
Superliga Srbije,1,2015-2016,29,02.04.2016,16:00,22,Novi Pazar,Novi Pazar,https://www.srbijasport.net/club/80-novi-pazar-novi-pazar/results,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,1,1
Superliga Srbije,1,2015-2016,29,02.04.2016,18:00,23,Jagodina,Jagodina,https://www.srbijasport.net/club/318-jagodina-jagodina/results,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,1,3
Superliga Srbije,1,2015-2016,29,02.04.2016,16:00,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,15,Radnik,Surdulica,https://www.srbijasport.net/club/487-radnik-surdulica/results,3,2
Superliga Srbije,1,2015-2016,29,01.04.2016,16:00,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,17,Javor Matis,Ivanjica,https://www.srbijasport.net/club/258-javor-matis-ivanjica/results,1,1
Superliga Srbije,1,2015-2016,29,06.04.2016,16:00,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,21,Metalac,Gornji Milanovac,https://www.srbijasport.net/club/3-metalac-gornji-milanovac/results,0,0
Superliga Srbije,1,2015-2016,29,06.04.2016,16:00,17,Javor Matis,Ivanjica,https://www.srbijasport.net/club/258-javor-matis-ivanjica/results,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,1,2
Superliga Srbije,1,2015-2016,29,06.04.2016,16:00,15,Radnik,Surdulica,https://www.srbijasport.net/club/487-radnik-surdulica/results,23,Jagodina,Jagodina,https://www.srbijasport.net/club/318-jagodina-jagodina/results,0,0
Superliga Srbije,1,2015-2016,29,06.04.2016,16:00,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,22,Novi Pazar,Novi Pazar,https://www.srbijasport.net/club/80-novi-pazar-novi-pazar/results,1,0
Superliga Srbije,1,2015-2016,29,06.04.2016,16:00,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,24,Spartak,Subotica,https://www.srbijasport.net/club/72-spartak-subotica/results,0,1
Superliga Srbije,1,2015-2016,29,06.04.2016,16:00,3,Radnički (N),Niš,https://www.srbijasport.net/club/84-radnicki-n-nis/results,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,0,3
Superliga Srbije,1,2015-2016,29,06.04.2016,16:00,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,1,0
Superliga Srbije,1,2015-2016,29,06.04.2016,16:00,25,OFK Beograd,Beograd,https://www.srbijasport.net/club/40-ofk-beograd-beograd/results,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,1,1
Superliga Srbije,1,2015-2016,30,06.04.2016,16:00,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,21,Metalac,Gornji Milanovac,https://www.srbijasport.net/club/3-metalac-gornji-milanovac/results,0,0
Superliga Srbije,1,2015-2016,30,06.04.2016,16:00,17,Javor Matis,Ivanjica,https://www.srbijasport.net/club/258-javor-matis-ivanjica/results,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,1,2
Superliga Srbije,1,2015-2016,30,06.04.2016,16:00,15,Radnik,Surdulica,https://www.srbijasport.net/club/487-radnik-surdulica/results,23,Jagodina,Jagodina,https://www.srbijasport.net/club/318-jagodina-jagodina/results,0,0
Superliga Srbije,1,2015-2016,30,06.04.2016,16:00,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,22,Novi Pazar,Novi Pazar,https://www.srbijasport.net/club/80-novi-pazar-novi-pazar/results,1,0
Superliga Srbije,1,2015-2016,30,06.04.2016,16:00,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,24,Spartak,Subotica,https://www.srbijasport.net/club/72-spartak-subotica/results,0,1
Superliga Srbije,1,2015-2016,30,06.04.2016,16:00,3,Radnički (N),Niš,https://www.srbijasport.net/club/84-radnicki-n-nis/results,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,0,3
Superliga Srbije,1,2015-2016,30,06.04.2016,16:00,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,1,0
Superliga Srbije,1,2015-2016,30,06.04.2016,16:00,25,OFK Beograd,Beograd,https://www.srbijasport.net/club/40-ofk-beograd-beograd/results,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,1,1
Superliga Srbije,1,2015-2016,30,10.04.2016,16:00,21,Metalac,Gornji Milanovac,https://www.srbijasport.net/club/3-metalac-gornji-milanovac/results,25,OFK Beograd,Beograd,https://www.srbijasport.net/club/40-ofk-beograd-beograd/results,3,1
Superliga Srbije,1,2015-2016,30,10.04.2016,16:00,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,1,1
Superliga Srbije,1,2015-2016,30,10.04.2016,16:00,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,3,Radnički (N),Niš,https://www.srbijasport.net/club/84-radnicki-n-nis/results,2,0
Superliga Srbije,1,2015-2016,30,10.04.2016,16:00,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,2,1
Superliga Srbije,1,2015-2016,30,10.04.2016,16:00,24,Spartak,Subotica,https://www.srbijasport.net/club/72-spartak-subotica/results,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,0,2
Superliga Srbije,1,2015-2016,30,10.04.2016,16:00,22,Novi Pazar,Novi Pazar,https://www.srbijasport.net/club/80-novi-pazar-novi-pazar/results,15,Radnik,Surdulica,https://www.srbijasport.net/club/487-radnik-surdulica/results,2,0
Superliga Srbije,1,2015-2016,30,10.04.2016,16:00,23,Jagodina,Jagodina,https://www.srbijasport.net/club/318-jagodina-jagodina/results,17,Javor Matis,Ivanjica,https://www.srbijasport.net/club/258-javor-matis-ivanjica/results,1,0
Superliga Srbije,1,2015-2016,30,10.04.2016,16:00,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,4,0
Superliga Srbije,1,2014-2015,1,09.08.2014,19:30,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,3,Radnički (N),Niš,https://www.srbijasport.net/club/84-radnicki-n-nis/results,2,0
Superliga Srbije,1,2014-2015,1,09.08.2014,20:00,23,Jagodina,Jagodina,https://www.srbijasport.net/club/318-jagodina-jagodina/results,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,1,1
Superliga Srbije,1,2014-2015,1,10.08.2014,19:00,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,25,OFK Beograd,Beograd,https://www.srbijasport.net/club/40-ofk-beograd-beograd/results,3,0
Superliga Srbije,1,2014-2015,1,09.08.2014,17:30,24,Spartak,Subotica,https://www.srbijasport.net/club/72-spartak-subotica/results,26,Radnički 1923,Kragujevac,https://www.srbijasport.net/club/1216-radnicki-1923-kragujevac/results,1,0
Superliga Srbije,1,2014-2015,1,09.08.2014,20:00,9,Napredak,Kruševac,https://www.srbijasport.net/club/90-napredak-krusevac/results,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,0,2
Superliga Srbije,1,2014-2015,1,09.08.2014,17:30,22,Novi Pazar,Novi Pazar,https://www.srbijasport.net/club/80-novi-pazar-novi-pazar/results,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,1,0
Superliga Srbije,1,2014-2015,1,09.08.2014,20:30,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,27,Donji Srem,Pećinci,https://www.srbijasport.net/club/802-donji-srem-pecinci/results,2,0
Superliga Srbije,1,2014-2015,1,10.08.2014,17:00,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,1,3
Superliga Srbije,1,2014-2015,1,16.08.2014,19:00,3,Radnički (N),Niš,https://www.srbijasport.net/club/84-radnicki-n-nis/results,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,1,4
Superliga Srbije,1,2014-2015,1,16.08.2014,17:30,27,Donji Srem,Pećinci,https://www.srbijasport.net/club/802-donji-srem-pecinci/results,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,1,0
Superliga Srbije,1,2014-2015,1,16.08.2014,17:30,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,2,1
Superliga Srbije,1,2014-2015,1,16.08.2014,20:00,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,22,Novi Pazar,Novi Pazar,https://www.srbijasport.net/club/80-novi-pazar-novi-pazar/results,1,1
Superliga Srbije,1,2014-2015,1,17.08.2014,17:00,26,Radnički 1923,Kragujevac,https://www.srbijasport.net/club/1216-radnicki-1923-kragujevac/results,9,Napredak,Kruševac,https://www.srbijasport.net/club/90-napredak-krusevac/results,0,0
Superliga Srbije,1,2014-2015,1,16.08.2014,17:30,25,OFK Beograd,Beograd,https://www.srbijasport.net/club/40-ofk-beograd-beograd/results,24,Spartak,Subotica,https://www.srbijasport.net/club/72-spartak-subotica/results,0,0
Superliga Srbije,1,2014-2015,1,16.08.2014,17:30,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,1,2
Superliga Srbije,1,2014-2015,1,16.08.2014,21:00,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,23,Jagodina,Jagodina,https://www.srbijasport.net/club/318-jagodina-jagodina/results,3,0
Superliga Srbije,1,2014-2015,2,16.08.2014,19:00,3,Radnički (N),Niš,https://www.srbijasport.net/club/84-radnicki-n-nis/results,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,1,4
Superliga Srbije,1,2014-2015,2,16.08.2014,17:30,27,Donji Srem,Pećinci,https://www.srbijasport.net/club/802-donji-srem-pecinci/results,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,1,0
Superliga Srbije,1,2014-2015,2,16.08.2014,17:30,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,2,1
Superliga Srbije,1,2014-2015,2,16.08.2014,20:00,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,22,Novi Pazar,Novi Pazar,https://www.srbijasport.net/club/80-novi-pazar-novi-pazar/results,1,1
